iteration,loss,q_mean,td_error,action_entropy,reward,avg_reward,eps
48,0.24848555028438568,0.5752815157175064,0.030143694020807743,0.0,-0.6905497908592224,-0.4193130462449424,"tensor(0.9902, device='cuda:0')"
49,0.22104241698980331,0.6048997938632965,0.07982280571013689,0.0,-0.5693684816360474,-0.42231415495276453,"tensor(0.9900, device='cuda:0')"
50,0.23497121408581734,0.5558427721261978,-0.04064717423170805,0.0,-0.6988672614097595,-0.4277367648832938,"tensor(0.9899, device='cuda:0')"
51,0.26290488988161087,0.617938831448555,0.08601499907672405,0.0,-0.5816301107406616,-0.43069625230362785,"tensor(0.9897, device='cuda:0')"
52,0.23182804509997368,0.5569725930690765,-0.04356857994571328,0.0,-0.690609872341156,-0.4356002828703736,"tensor(0.9895, device='cuda:0')"
53,0.27608248591423035,0.6612436771392822,0.10071357525885105,0.0,-0.6710443496704102,-0.43996035818148543,"tensor(0.9893, device='cuda:0')"
54,0.26553060859441757,0.644792228937149,0.015253573888912797,0.0,-0.7192535400390625,-0.44503841603344135,"tensor(0.9891, device='cuda:0')"
55,0.2865997441112995,0.6455603688955307,0.024595219176262617,0.0,-0.6393424272537231,-0.4485081305195178,"tensor(0.9889, device='cuda:0')"
56,0.25941844284534454,0.7176743596792221,0.027329385979101062,0.0,-0.7636533975601196,-0.45403699485356347,"tensor(0.9887, device='cuda:0')"
57,0.2875918820500374,0.7004422098398209,0.020359640941023827,0.0,-0.8170958757400513,-0.4602966307309167,"tensor(0.9885, device='cuda:0')"
58,0.27855033427476883,0.703863114118576,0.013781885150820017,0.0,-0.7792222499847412,-0.4657021497013205,"tensor(0.9883, device='cuda:0')"
59,0.2777620330452919,0.7829889506101608,0.10196580272167921,0.0,-0.5933561325073242,-0.4678297160814206,"tensor(0.9881, device='cuda:0')"
60,0.29262468963861465,0.6788846403360367,-0.008835256565362215,0.0,-0.7285367846488953,-0.47210360245137917,"tensor(0.9879, device='cuda:0')"
61,0.27548906207084656,0.6509313732385635,-0.029123591259121895,0.0,-0.7932324409484863,-0.4772830998464938,"tensor(0.9877, device='cuda:0')"
62,0.28024914115667343,0.704034611582756,0.015841582790017128,0.0,-0.8342317938804626,-0.4829489521327473,"tensor(0.9875, device='cuda:0')"
63,0.2998429462313652,0.7894802987575531,0.09665365796536207,0.0,-0.771414041519165,-0.48745621915441006,"tensor(0.9873, device='cuda:0')"
64,0.279050275683403,0.7327780276536942,0.022526857908815145,0.0,-0.778197705745697,-0.4919291651019683,"tensor(0.9871, device='cuda:0')"
65,0.2919472008943558,0.6927859634160995,-0.04338695481419563,0.0,-0.8140186667442322,-0.49680930906624504,"tensor(0.9869, device='cuda:0')"
66,0.2892467677593231,0.7391783148050308,0.05838042963296175,0.0,-0.7538666129112244,-0.5006459852430358,"tensor(0.9867, device='cuda:0')"
67,0.31516292691230774,0.6989036500453949,-0.041796076111495495,0.0,-0.8689768314361572,-0.5060626153341111,"tensor(0.9865, device='cuda:0')"
68,0.3069215193390846,0.7556748539209366,0.041663757408969104,0.01142209768295288,-0.8823012709617615,-0.5115153494736423,"tensor(0.9863, device='cuda:0')"
69,0.3364182487130165,0.737737238407135,0.042006093077361584,0.0,-0.8364992141723633,-0.5161579761121954,"tensor(0.9861, device='cuda:0')"
70,0.31896577030420303,0.6847927421331406,-0.07060996815562248,0.0,-0.8596624732017517,-0.520996067620499,"tensor(0.9859, device='cuda:0')"
71,0.3273783177137375,0.7529855221509933,0.05056931939907372,0.0,-0.8070570230484009,-0.5249691364458866,"tensor(0.9857, device='cuda:0')"
72,0.31299109756946564,0.7887339890003204,0.06440766109153628,0.0,-0.7493895888328552,-0.5280433892183107,"tensor(0.9855, device='cuda:0')"
73,0.3018634766340256,0.6938952654600143,-0.022555408300831914,0.0,-0.8409115076065063,-0.5322713367640972,"tensor(0.9853, device='cuda:0')"
74,0.3358183428645134,0.8017370253801346,0.06780057214200497,0.0,-0.7563328742980957,-0.5352588239312172,"tensor(0.9851, device='cuda:0')"
75,0.32978835701942444,0.7819659113883972,0.08521930407732725,0.0,-0.6897087097167969,-0.5372910592705011,"tensor(0.9849, device='cuda:0')"
76,0.36513735353946686,0.6889109164476395,0.006335628684610128,0.0,-0.6860552430152893,-0.5392230616567971,"tensor(0.9847, device='cuda:0')"
77,0.30829861015081406,0.7025546729564667,0.019363899249583483,0.0,-0.7682830095291138,-0.5421597276551601,"tensor(0.9845, device='cuda:0')"
78,0.32591500878334045,0.7455680966377258,0.041120853275060654,0.0,-0.7815830111503601,-0.5451904021297829,"tensor(0.9843, device='cuda:0')"
79,0.34877604246139526,0.7572501748800278,0.10195406153798103,0.0,-0.705085039138794,-0.5471890850923955,"tensor(0.9841, device='cuda:0')"
80,0.3137221932411194,0.7173179090023041,0.03122758213430643,0.0,-0.7846194505691528,-0.5501203241723555,"tensor(0.9839, device='cuda:0')"
81,0.33396782726049423,0.7129810154438019,0.01892563165165484,0.0,-0.7508798837661743,-0.5525686114844752,"tensor(0.9837, device='cuda:0')"
82,0.31099848449230194,0.7586366087198257,0.12130561238154769,0.0,-0.6318079233169556,-0.553523301988481,"tensor(0.9835, device='cuda:0')"
83,0.3077389970421791,0.6687392145395279,-0.05435996502637863,0.0,-0.7692133188247681,-0.5560910402841511,"tensor(0.9833, device='cuda:0')"
84,0.30167727172374725,0.7844659984111786,0.027525614015758038,0.0,-0.71736079454422,-0.5579883315107401,"tensor(0.9831, device='cuda:0')"
85,0.3468267023563385,0.8744229078292847,0.1315197511576116,0.0,-0.8854047060012817,-0.561795498655979,"tensor(0.9829, device='cuda:0')"
86,0.3196619972586632,0.7508762776851654,0.013995668850839138,0.0,-0.7855464220046997,-0.5643673483496425,"tensor(0.9827, device='cuda:0')"
87,0.3204813152551651,0.7992493510246277,0.006322271190583706,0.0,-0.9001251459121704,-0.5681827778673985,"tensor(0.9826, device='cuda:0')"
88,0.3016860708594322,0.835356280207634,0.12279107235372066,0.0,-0.6747450828552246,-0.5693801071369247,"tensor(0.9824, device='cuda:0')"
89,0.35004614293575287,0.682823121547699,0.015369224362075329,0.0,-0.7078589200973511,-0.5709187606142627,"tensor(0.9822, device='cuda:0')"
90,0.32433922588825226,0.6865589916706085,-0.026346679776906967,0.0,-0.774721622467041,-0.5731583525027547,"tensor(0.9820, device='cuda:0')"
91,0.3683874309062958,0.8153347074985504,0.10981647204607725,0.0,-0.7119544744491577,-0.5746670060021721,"tensor(0.9818, device='cuda:0')"
92,0.31896861642599106,0.7970264106988907,0.08222433924674988,0.0,-0.7483481764793396,-0.5765345454696686,"tensor(0.9816, device='cuda:0')"
93,0.3641791343688965,0.6523054838180542,-0.030082182958722115,0.0,-0.8346303701400757,-0.5792802457321198,"tensor(0.9814, device='cuda:0')"
94,0.36844968795776367,0.6842275559902191,-0.08131332695484161,0.3702818639576435,-0.734597384929657,-0.5809151629868307,"tensor(0.9812, device='cuda:0')"
95,0.36068547517061234,0.9455499053001404,0.11737742274999619,0.19618873670697212,-0.817766547203064,-0.5833823649057498,"tensor(0.9810, device='cuda:0')"
96,0.34175216406583786,0.9187211245298386,0.09513214603066444,0.36249105259776115,-0.7530876994132996,-0.5851319044367554,"tensor(0.9808, device='cuda:0')"
97,0.32644864171743393,0.6686098426580429,-0.056265126913785934,0.01142209768295288,-0.839138388633728,-0.5877238073367246,"tensor(0.9806, device='cuda:0')"
98,0.34853655844926834,0.6781213581562042,-0.08560873661190271,0.360717223957181,-0.7441102266311646,-0.5893034681376784,"tensor(0.9804, device='cuda:0')"
99,0.33396637439727783,0.9642858952283859,0.113981818780303,0.708020344376564,-0.7033133506774902,-0.5904435669630765,"tensor(0.9802, device='cuda:0')"
100,0.3390601873397827,1.108557015657425,0.25469893403351307,0.4044911488890648,-0.8527262210845947,-0.5972440341860056,"tensor(0.9800, device='cuda:0')"
101,0.31425701081752777,0.8285023421049118,0.010671032592654228,0.3683265671133995,-0.674612820148468,-0.602661626264453,"tensor(0.9798, device='cuda:0')"
102,0.32392939925193787,0.7661787122488022,-0.05030978284776211,0.617933377623558,-0.7061715722084045,-0.6085692164301872,"tensor(0.9796, device='cuda:0')"
103,0.3200364112854004,0.9073772132396698,0.09452163800597191,0.6708139330148697,-0.7690296173095703,-0.6148432205617428,"tensor(0.9794, device='cuda:0')"
104,0.32216232270002365,0.8374844193458557,0.0753540601581335,0.5312551632523537,-0.7571576237678528,-0.6205835655331612,"tensor(0.9792, device='cuda:0')"
105,0.29030321538448334,0.6820037066936493,-0.043673745822161436,0.01593950018286705,-0.6948287487030029,-0.6248270896077156,"tensor(0.9790, device='cuda:0')"
106,0.3402275964617729,0.7696456611156464,0.07206565514206886,0.0,-0.7420313358306885,-0.6302338761091232,"tensor(0.9788, device='cuda:0')"
107,0.33139871060848236,0.8103244751691818,0.07088480331003666,0.0,-0.7324515581130981,-0.6346081092953682,"tensor(0.9786, device='cuda:0')"
108,0.34540215879678726,0.6973444074392319,0.031409768387675285,0.0,-0.711259126663208,-0.6387174281477929,"tensor(0.9784, device='cuda:0')"
109,0.28360532224178314,0.7740750908851624,0.010384459514170885,0.0,-0.719370424747467,-0.6425507497787476,"tensor(0.9782, device='cuda:0')"
110,0.30040665715932846,0.891217440366745,0.17223252542316914,0.0,-0.7175607085227966,-0.647096686065197,"tensor(0.9780, device='cuda:0')"
111,0.3524884954094887,0.742338553071022,0.016719350591301918,0.0,-0.7323670983314514,-0.6508115375041962,"tensor(0.9778, device='cuda:0')"
112,0.3405461683869362,0.7085405588150024,0.00554492836818099,0.0,-0.7161102294921875,-0.6550550827383995,"tensor(0.9777, device='cuda:0')"
113,0.30092615634202957,0.8455036878585815,0.06583793926984072,0.0,-0.8247487545013428,-0.6597716519236565,"tensor(0.9775, device='cuda:0')"
114,0.30579768121242523,0.8267151266336441,0.024965491145849228,0.0,-0.6725853085517883,-0.6625959640741348,"tensor(0.9773, device='cuda:0')"
115,0.3255121186375618,0.7908757328987122,-0.04820544132962823,0.0,-0.7807676792144775,-0.6660841417312622,"tensor(0.9771, device='cuda:0')"
116,0.3216358721256256,0.8609783500432968,0.09445575624704361,0.0,-0.7465307116508484,-0.6702711939811706,"tensor(0.9769, device='cuda:0')"
117,0.330801397562027,0.7482595592737198,0.03354273736476898,0.019165765028446913,-0.7183099985122681,-0.6730488801002502,"tensor(0.9767, device='cuda:0')"
118,0.29552748054265976,0.7145501226186752,0.027028735261410475,0.019169595558196306,-0.7151207327842712,-0.6760610237717628,"tensor(0.9765, device='cuda:0')"
119,0.33326131850481033,0.8331251740455627,0.07724083866924047,0.0729610500857234,-0.7232758402824402,-0.6797142714262009,"tensor(0.9763, device='cuda:0')"
120,0.3638063073158264,0.9006086587905884,0.08573893830180168,0.6556002497673035,-0.6304399371147156,-0.6818859288096428,"tensor(0.9761, device='cuda:0')"
121,0.32670027762651443,0.910406306385994,0.026028859429061413,0.43835199624300003,-0.7569255828857422,-0.6852973866462707,"tensor(0.9759, device='cuda:0')"
122,0.31487732380628586,0.9817845970392227,0.026056538801640272,1.0012320578098297,-0.8053585290908813,-0.6897051501274108,"tensor(0.9757, device='cuda:0')"
123,0.38898106664419174,1.0158418715000153,0.1551462193019688,0.7827490568161011,-0.6375265717506409,-0.6914538809657097,"tensor(0.9755, device='cuda:0')"
124,0.35591984540224075,0.9001923203468323,0.08798795007169247,0.4232163354754448,-0.6528497934341431,-0.6928276911377906,"tensor(0.9753, device='cuda:0')"
125,0.3358723595738411,0.7956104278564453,-0.04382761335000396,0.1282345913350582,-0.8160919547080994,-0.6962070348858833,"tensor(0.9751, device='cuda:0')"
126,0.3108479753136635,0.9257341176271439,0.10240529454313219,0.06431627040728927,-0.7446988821029663,-0.6993909400701522,"tensor(0.9749, device='cuda:0')"
127,0.34358781576156616,0.87395840883255,0.07719629211351275,0.04148742603138089,-0.7393141388893127,-0.7016928434371948,"tensor(0.9747, device='cuda:0')"
128,0.32779429852962494,0.7962053716182709,0.01580691454000771,0.11130406521260738,-0.6772749423980713,-0.7039226990938187,"tensor(0.9745, device='cuda:0')"
129,0.36058421432971954,0.876991018652916,0.049342190846800804,0.09625375270843506,-0.7217725515365601,-0.7063910752534867,"tensor(0.9743, device='cuda:0')"
130,0.33598947525024414,0.9223388582468033,0.10778530780225992,0.07473822077736259,-0.7703442573547363,-0.7085103130340576,"tensor(0.9741, device='cuda:0')"
131,0.3224100284278393,0.8525238484144211,0.03653679322451353,0.11958784610033035,-0.7688674330711365,-0.7116119942069054,"tensor(0.9739, device='cuda:0')"
132,0.35538339614868164,0.8759949207305908,0.013209140859544277,0.12500423565506935,-0.8049004673957825,-0.7152120980620384,"tensor(0.9737, device='cuda:0')"
133,0.323573037981987,0.931703045964241,0.07255301624536514,0.10341120511293411,-0.7689407467842102,-0.7181793251633644,"tensor(0.9736, device='cuda:0')"
134,0.3475392237305641,0.8972005546092987,0.052472081035375595,0.2834003306925297,-0.6312681436538696,-0.7196308279037475,"tensor(0.9734, device='cuda:0')"
135,0.33074894547462463,0.8828095197677612,0.046846968587487936,0.18743396922945976,-0.746405303478241,-0.722383794784546,"tensor(0.9732, device='cuda:0')"
136,0.32739220559597015,0.900895819067955,0.05103849992156029,0.12477504462003708,-0.6940712332725525,-0.7240862309932709,"tensor(0.9730, device='cuda:0')"
137,0.3076102286577225,0.922720655798912,0.043708971701562405,0.18864236027002335,-0.7549259066581726,-0.7272926324605942,"tensor(0.9728, device='cuda:0')"
138,0.30148811638355255,0.8843047022819519,0.047532398253679276,0.1927296444773674,-0.666179895401001,-0.728970610499382,"tensor(0.9726, device='cuda:0')"
139,0.3196251168847084,0.921778678894043,0.006114536430686712,0.19237135723233223,-0.8218661546707153,-0.7322106957435608,"tensor(0.9724, device='cuda:0')"
140,0.3225528299808502,0.9507845193147659,0.04483796190470457,0.20488500222563744,-0.709686279296875,-0.7342698925733566,"tensor(0.9722, device='cuda:0')"
141,0.35235994309186935,0.9642990827560425,0.0791663940763101,0.21664080023765564,-0.808007001876831,-0.7363707804679871,"tensor(0.9720, device='cuda:0')"
142,0.3328647166490555,0.9575529098510742,0.06894465629011393,0.14719229936599731,-0.6467524766921997,-0.7366327702999115,"tensor(0.9718, device='cuda:0')"
143,0.33781976997852325,0.886167898774147,-0.01277585281059146,0.08978230692446232,-0.7615131139755249,-0.7381374901533126,"tensor(0.9716, device='cuda:0')"
144,0.2954983487725258,0.9253145456314087,0.03880631737411022,0.12838631868362427,-0.7749362587928772,-0.739752150774002,"tensor(0.9714, device='cuda:0')"
145,0.4036901444196701,1.0074263960123062,0.035745791625231504,0.5692537724971771,-0.7849883437156677,-0.7416287684440612,"tensor(0.9712, device='cuda:0')"
146,0.38874252140522003,1.1118557751178741,0.07183852046728134,0.942161813378334,-0.7113012075424194,-0.7428754013776779,"tensor(0.9710, device='cuda:0')"
147,0.35904737561941147,1.1891991794109344,0.07702555786818266,0.9527925103902817,-0.7598249912261963,-0.7446261543035507,"tensor(0.9708, device='cuda:0')"
148,0.3299207389354706,1.1268281042575836,-0.005387154407799244,0.8831792622804642,-0.6948909759521484,-0.74466956615448,"tensor(0.9706, device='cuda:0')"
149,0.34273742139339447,1.2803292870521545,0.06847143638879061,0.8082635700702667,-0.7972679138183594,-0.7469485604763031,"tensor(0.9704, device='cuda:0')"
150,0.3535706102848053,1.2597329020500183,0.1453770212829113,0.701871819794178,-0.822727382183075,-0.7481871616840362,"tensor(0.9702, device='cuda:0')"
151,0.3490121439099312,0.957664743065834,0.032004231587052345,0.2671959288418293,-0.7306262254714966,-0.7496771228313446,"tensor(0.9701, device='cuda:0')"
152,0.35310593247413635,0.859613224864006,-0.05942671000957489,0.20832564681768417,-0.7527866959571838,-0.7502988910675049,"tensor(0.9699, device='cuda:0')"
153,0.3470161482691765,1.0189206451177597,0.09167250711470842,0.10964648798108101,-0.683837890625,-0.7504268264770508,"tensor(0.9697, device='cuda:0')"
154,0.3288903534412384,1.017470434308052,0.08123846724629402,0.10173820704221725,-0.8387682437896729,-0.7516219735145568,"tensor(0.9695, device='cuda:0')"
155,0.34211619198322296,0.9415551424026489,-0.04259536787867546,0.09040194936096668,-0.9274489879608154,-0.7545030391216279,"tensor(0.9693, device='cuda:0')"
156,0.3295987397432327,1.088645339012146,0.13085929490625858,0.22353870794177055,-0.7291659116744995,-0.7541581642627716,"tensor(0.9691, device='cuda:0')"
157,0.3277539238333702,1.066920906305313,0.0826674154959619,0.40554607659578323,-0.6623927354812622,-0.7526111328601837,"tensor(0.9689, device='cuda:0')"
158,0.31827452778816223,0.9352871626615524,-0.13560163415968418,0.8384672254323959,-0.7313698530197144,-0.7521326088905335,"tensor(0.9687, device='cuda:0')"
159,0.35681868344545364,1.1758233308792114,0.15592861594632268,0.7789372205734253,-0.6896979212760925,-0.7530960267782212,"tensor(0.9685, device='cuda:0')"
160,0.35158250480890274,1.219588279724121,0.26708533242344856,0.38123998045921326,-0.6295810341835022,-0.7521064692735672,"tensor(0.9683, device='cuda:0')"
161,0.34113801270723343,0.992678701877594,0.03380312351509929,0.21247879043221474,-0.6866014003753662,-0.751040158867836,"tensor(0.9681, device='cuda:0')"
162,0.38267096877098083,0.9398931115865707,0.11290702037513256,0.19645368307828903,-0.557448148727417,-0.7482723224163056,"tensor(0.9679, device='cuda:0')"
163,0.3449578881263733,0.9733401387929916,0.029279546812176704,0.22542855143547058,-0.8164929747581482,-0.7487231117486953,"tensor(0.9677, device='cuda:0')"
164,0.35063090920448303,1.0627743303775787,0.10361953638494015,0.6060445830225945,-0.6613270044326782,-0.7475544047355652,"tensor(0.9675, device='cuda:0')"
165,0.34280217438936234,1.0527912378311157,0.058707954827696085,0.5872792154550552,-0.7625249028205872,-0.7470394670963287,"tensor(0.9673, device='cuda:0')"
166,0.3279557153582573,1.013230249285698,0.07516265101730824,0.41104383021593094,-0.6399699449539185,-0.7459005004167557,"tensor(0.9671, device='cuda:0')"
167,0.3291628584265709,1.0420811772346497,0.0329790695104748,0.3856939673423767,-0.7871723175048828,-0.7450824552774429,"tensor(0.9670, device='cuda:0')"
168,0.360973984003067,1.0575055480003357,0.1053299019113183,0.3560098111629486,-0.759244441986084,-0.7438518869876861,"tensor(0.9668, device='cuda:0')"
169,0.36627430468797684,1.0029689967632294,0.04580998653545976,0.2879312261939049,-0.8309409022331238,-0.7437963038682938,"tensor(0.9666, device='cuda:0')"
170,0.3410152792930603,1.0433479249477386,0.06395546905696392,0.2763357050716877,-0.7233070135116577,-0.7424327492713928,"tensor(0.9664, device='cuda:0')"
171,0.3749914988875389,1.0391129106283188,0.06210112664848566,0.14026924781501293,-0.7087064385414124,-0.7414492434263229,"tensor(0.9662, device='cuda:0')"
172,0.34129223972558975,0.9711619466543198,-0.002325644250959158,0.1232990212738514,-0.6868864893913269,-0.7408242124319077,"tensor(0.9660, device='cuda:0')"
173,0.33012112230062485,1.108741044998169,0.11113851051777601,0.12603178806602955,-0.7909151315689087,-0.7403242486715317,"tensor(0.9658, device='cuda:0')"
174,0.32696110010147095,1.0774364471435547,0.053040044382214546,0.2200922816991806,-0.8314034342765808,-0.7410749542713165,"tensor(0.9656, device='cuda:0')"
175,0.3372589573264122,1.0155175477266312,0.008493110537528992,0.26081953942775726,-0.8138149976730347,-0.7423160171508789,"tensor(0.9654, device='cuda:0')"
176,0.32163330912590027,1.106000691652298,0.14115013368427753,0.2083248421549797,-0.7184241414070129,-0.7426397061347961,"tensor(0.9652, device='cuda:0')"
177,0.319492943584919,1.0680219233036041,0.06414858670905232,0.08275987021625042,-0.6425415873527527,-0.7413822919130325,"tensor(0.9650, device='cuda:0')"
178,0.35826676338911057,1.0574949085712433,0.09890553448349237,0.15755954943597317,-0.7820953130722046,-0.741387414932251,"tensor(0.9648, device='cuda:0')"
179,0.3555348142981529,1.0519011318683624,0.07213209732435644,0.12194522097706795,-0.7211381793022156,-0.7415479463338852,"tensor(0.9646, device='cuda:0')"
180,0.3470340073108673,1.1201913356781006,0.13001050800085068,0.12219979614019394,-0.7521973848342896,-0.7412237256765366,"tensor(0.9644, device='cuda:0')"
181,0.349945604801178,1.0603294670581818,-0.0009295893833041191,0.0401413282379508,-0.7385199069976807,-0.7411001259088517,"tensor(0.9643, device='cuda:0')"
182,0.3647930920124054,1.096404880285263,0.09445134922862053,0.12371600046753883,-0.6693680882453918,-0.741475727558136,"tensor(0.9641, device='cuda:0')"
