iteration,loss,q_mean,td_error,action_entropy,reward,avg_reward,global_reward,avg_global_reward,eps
19,0.3021943047642708,0.6715085655450821,-0.1716955006122589,0.6081374883651733,-0.8131657242774963,-0.7996651113033295,-0.9001718759536743,-0.4259624868631363,tensor(0.9812)
20,0.2958696186542511,0.853303387761116,0.021932178176939487,0.6399770528078079,-0.9094555974006653,-0.824212521314621,-1.2782851457595825,-0.6323640435934067,tensor(0.9802)
21,0.30298567563295364,0.9625335186719894,0.027147556422278285,0.6025149673223495,-0.9471362829208374,-0.8426020681858063,-1.046410083770752,-0.763329666852951,tensor(0.9792)
22,0.274445004761219,0.965953603386879,0.07903841976076365,0.5775664746761322,-0.9532397985458374,-0.862215256690979,-1.6102774143218994,-0.9049488201737403,tensor(0.9782)
23,0.2612744867801666,0.9354391098022461,-0.003688639495521784,0.5849984884262085,-0.9473884105682373,-0.8844748318195343,-1.5674141645431519,-1.0783113300800324,tensor(0.9773)
24,0.25818704068660736,0.919839158654213,0.006520810071378946,0.6623809337615967,-0.957629382610321,-0.8901513516902924,-1.8787109851837158,-1.1567265808582305,tensor(0.9763)
25,0.2276279330253601,0.9407551288604736,-0.015717805363237858,0.5341498255729675,-0.9530565738677979,-0.9125617027282715,-1.5038632154464722,-1.2694644629955292,tensor(0.9753)
26,0.23277068510651588,0.9791600406169891,0.036215277621522546,0.563785120844841,-0.9387468099594116,-0.9206785261631012,-1.8428007364273071,-1.3776914060115815,tensor(0.9743)
27,0.2326989769935608,1.0103154480457306,0.04705994250252843,0.0,-0.9662991762161255,-0.9339919745922088,-2.2078397274017334,-1.4738421738147736,tensor(0.9733)
28,0.24381795525550842,1.0150936245918274,0.08849290944635868,0.0,-0.960787832736969,-0.9346905589103699,-1.756718635559082,-1.5592491984367371,tensor(0.9724)
29,0.2258284129202366,1.0021752566099167,0.05987368687056005,0.0,-0.9134735465049744,-0.9447213411331177,-2.79764461517334,-1.7489964723587037,tensor(0.9714)
30,0.22460902482271194,0.9746934026479721,0.023980057332664728,0.0,-0.9444798827171326,-0.9482237696647644,-1.6802656650543213,-1.7891945242881775,tensor(0.9704)
31,0.22070137411355972,0.9854702949523926,0.015363823156803846,0.0,-0.9790035486221313,-0.9514104962348938,-2.345363140106201,-1.9190898299217225,tensor(0.9695)
32,0.23122074082493782,1.012235164642334,0.03985815169289708,0.0,-1.0122690200805664,-0.9573134183883667,-2.809718608856201,-2.0390339493751526,tensor(0.9685)
33,0.19493418186903,1.0490723550319672,0.022211205796338618,0.0,-0.9294135570526123,-0.9555159330368042,-2.166292905807495,-2.0989218235015867,tensor(0.9675)
34,0.21833810582756996,1.0887986421585083,0.11420721374452114,0.0,-0.995133638381958,-0.9592663586139679,-2.412527322769165,-2.152303457260132,tensor(0.9666)
35,0.2272651642560959,1.0771374702453613,0.05380120221525431,0.0,-1.0304218530654907,-0.9670028865337372,-2.72983980178833,-2.2749011158943175,tensor(0.9656)
36,0.2228863313794136,1.072502762079239,0.06277839839458466,0.0,-1.0715066194534302,-0.9802788674831391,-2.6966915130615234,-2.360290193557739,tensor(0.9646)
37,0.20012550428509712,1.0665201246738434,0.053064118372276425,0.0,-0.9990320205688477,-0.9835521519184113,-2.3779139518737793,-2.377297616004944,tensor(0.9637)
38,0.18597866222262383,1.048960119485855,-0.014537734678015113,0.0,-1.0444585084915161,-0.991919219493866,-2.197831869125366,-2.421408939361572,tensor(0.9627)
39,0.2118637040257454,1.0816444158554077,0.04983453045133501,0.0,-1.0533047914505005,-1.0059023439884185,-3.002824306488037,-2.441926908493042,tensor(0.9617)
40,0.22492430359125137,1.0964987874031067,0.09944524243474007,0.0,-1.0295836925506592,-1.0144127249717712,-2.7289297580718994,-2.5467933177948,tensor(0.9608)
41,0.2215772606432438,1.0685876607894897,0.03502850141376257,0.0,-1.051429271697998,-1.021655297279358,-2.5074100494384766,-2.5629980087280275,tensor(0.9598)
42,0.21850120276212692,1.049062430858612,0.01486627827398479,0.0,-1.0749735832214355,-1.0279257535934447,-2.8449220657348633,-2.5665183544158934,tensor(0.9588)
43,0.23574630543589592,1.0845734477043152,0.06400535721331835,0.0,-1.0462089776992798,-1.0396052956581117,-2.739168167114258,-2.62380588054657,tensor(0.9579)
44,0.19369501993060112,1.1207256317138672,0.030008852016180754,0.0,-1.1253267526626587,-1.0526246070861816,-2.9339492321014404,-2.675948071479797,tensor(0.9569)
45,0.20800969377160072,1.131918728351593,0.04975350946187973,0.33657626807689667,-1.0356578826904297,-1.0531482100486755,-2.9664530754089355,-2.699609398841858,tensor(0.9560)
46,0.21998217701911926,1.1659049689769745,0.07833328144624829,0.3461682666093111,-1.0031362771987915,-1.0463111758232118,-2.6293320655822754,-2.692873454093933,tensor(0.9550)
47,0.23043569177389145,1.143038034439087,0.09828644059598446,0.0,-0.9966510534286499,-1.046073079109192,-2.788210868835449,-2.7339031457901,tensor(0.9541)
48,0.21724564209580421,1.1036028265953064,0.014911251608282328,0.0,-1.0782629251480103,-1.0494535207748412,-2.5583553314208984,-2.7699554920196534,tensor(0.9531)
49,0.23321567848324776,1.1029556393623352,0.0330985845066607,0.0,-1.080079436302185,-1.0521309852600098,-3.069300651550293,-2.776603126525879,tensor(0.9522)
50,0.25252607092261314,1.1220612525939941,0.0859375314321369,0.0,-1.061531901359558,-1.0553258061408997,-2.7658944129943848,-2.7802995920181273,tensor(0.9512)
51,0.2152058705687523,1.1029788255691528,0.03233337786514312,0.0,-1.0633893013000488,-1.0565218091011048,-2.790691614151001,-2.80862774848938,tensor(0.9503)
52,0.21040267869830132,1.1152322590351105,0.019628232810646296,0.0,-1.0448099374771118,-1.0535054445266723,-2.3683085441589355,-2.760966396331787,tensor(0.9493)
53,0.23252985998988152,1.136909544467926,0.06505398638546467,0.0,-1.0528178215026855,-1.054166328907013,-3.271601676940918,-2.814209747314453,tensor(0.9484)
54,0.21784740686416626,1.1153661906719208,0.02323807030916214,0.0,-1.097736120223999,-1.051407265663147,-3.0687735080718994,-2.827692174911499,tensor(0.9474)
55,0.248936727643013,1.1212202906608582,0.03444388182833791,0.0,-1.0506714582443237,-1.0529086232185363,-2.46693754196167,-2.7777406215667724,tensor(0.9465)
56,0.21513637900352478,1.1512241065502167,0.040113299153745174,0.0,-1.0986921787261963,-1.062464213371277,-3.0026485919952393,-2.815072274208069,tensor(0.9455)
57,0.2235449068248272,1.143180012702942,0.05791059113107622,0.0,-1.0031460523605347,-1.0631137132644652,-2.722414016723633,-2.808492588996887,tensor(0.9446)
58,0.23134781047701836,1.1428153812885284,0.0946904169395566,0.0,-0.9948956370353699,-1.0547769844532013,-3.001523494720459,-2.8528094053268434,tensor(0.9436)
59,0.2391813062131405,1.0895350575447083,0.024874974973499775,0.0,-1.114069938659668,-1.0581760346889495,-2.8420157432556152,-2.8300809144973753,tensor(0.9427)
60,0.23901085183024406,1.0705077946186066,-0.008393082302063704,0.0,-1.0439156293869019,-1.056414407491684,-2.513367176055908,-2.8048281908035277,tensor(0.9417)
61,0.24806790798902512,1.1123848855495453,0.07967389188706875,0.0,-0.901729941368103,-1.0402484714984894,-2.4221367835998535,-2.767972707748413,tensor(0.9408)
62,0.24036739021539688,1.097665399312973,0.03501372458413243,0.0,-1.0284063816070557,-1.0386081159114837,-2.4954452514648438,-2.780686378479004,tensor(0.9399)
63,0.2369139976799488,1.130905568599701,0.0696648140437901,0.0,-1.0447125434875488,-1.0377975881099701,-2.1264100074768066,-2.666167211532593,tensor(0.9389)
64,0.22397539392113686,1.1385566890239716,0.06373455049470067,0.0,-1.0266647338867188,-1.030690449476242,-2.0162031650543213,-2.560910177230835,tensor(0.9380)
65,0.24290528520941734,1.1105882227420807,0.036567955277860165,0.0,-0.9857417345046997,-1.0241974771022797,-2.459413766860962,-2.560157799720764,tensor(0.9370)
66,0.21807143837213516,1.1152069866657257,0.04537339089438319,0.0,-0.9674145579338074,-1.0110697150230408,-2.417128801345825,-2.501605820655823,tensor(0.9361)
67,0.2311297208070755,1.1210286915302277,0.05701598129235208,0.0,-1.0544421672821045,-1.0161993265151978,-2.7021443843841553,-2.499578857421875,tensor(0.9352)
68,0.22005122900009155,1.1178900003433228,0.03596681740600616,0.0,-0.9397398829460144,-1.0106837511062623,-2.147519588470459,-2.414178466796875,tensor(0.9342)
69,0.1995057463645935,1.1114172637462616,-0.0006485204212367535,0.0,-1.0559096336364746,-1.004867720603943,-2.5698788166046143,-2.386964774131775,tensor(0.9333)
70,0.20341400057077408,1.1374706327915192,0.014601639937609434,0.0,-1.035712480545044,-1.004047405719757,-2.1053943634033203,-2.346167492866516,tensor(0.9324)
71,0.2323259525001049,1.1746693551540375,0.09360770118655637,0.0,-0.9493423104286194,-1.0088086426258087,-2.4639060497283936,-2.35034441947937,tensor(0.9314)
72,0.21396024152636528,1.1566618084907532,0.03980326699092984,0.0,-0.9797528982162476,-1.003943294286728,-2.2798514366149902,-2.328785037994385,tensor(0.9305)
73,0.2090248242020607,1.175060123205185,0.05320527544245124,0.0,-0.9953511357307434,-0.9990071535110474,-2.6337733268737793,-2.379521369934082,tensor(0.9296)
74,0.2198951207101345,1.128568410873413,0.009220898384228349,0.0,-0.9677737951278687,-0.9931180596351623,-2.5651485919952393,-2.434415912628174,tensor(0.9286)
75,0.20922384038567543,1.1350077390670776,0.015564176894258708,0.0,-1.0265345573425293,-0.9971973419189453,-2.9972147941589355,-2.488196015357971,tensor(0.9277)
76,0.23089558258652687,1.1595509946346283,0.05406804848462343,0.0,-1.0510940551757812,-1.0055652916431428,-2.8749570846557617,-2.5339788436889648,tensor(0.9268)
77,0.2372785285115242,1.1820158958435059,0.0801282711327076,0.0,-1.037510871887207,-1.003872162103653,-2.4901251792907715,-2.5127769231796266,tensor(0.9259)
78,0.2006579227745533,1.1708879172801971,-0.018140797037631273,0.0,-1.0197889804840088,-1.0118770718574523,-2.377199172973633,-2.535744881629944,tensor(0.9249)
79,0.2126869075000286,1.1821573972702026,0.043457618448883295,0.0,-0.945665717124939,-1.000852680206299,-2.754265785217285,-2.554183578491211,tensor(0.9240)
80,0.2307746484875679,1.2169356942176819,0.07538827508687973,0.0,-0.995077908039093,-0.9967892229557037,-2.6023712158203125,-2.60388126373291,tensor(0.9231)
81,0.24777673557400703,1.198345959186554,0.0704753864556551,0.0,-0.9573018550872803,-0.9975851774215698,-2.41385555267334,-2.598876214027405,tensor(0.9222)
82,0.23008236289024353,1.1953760087490082,0.013504784554243088,0.0,-1.0305819511413574,-1.0026680827140808,-3.0294063091278076,-2.6738317012786865,tensor(0.9212)
83,0.22084014117717743,1.2137692272663116,0.07207381725311279,0.0,-0.8788697123527527,-0.9910199403762817,-2.0927696228027344,-2.619731330871582,tensor(0.9203)
84,0.23203307017683983,1.2044405043125153,0.035141802625730634,0.0,-1.0779006481170654,-1.0020326256752015,-2.8818788528442383,-2.651404356956482,tensor(0.9194)
85,0.20769940689206123,1.2133368849754333,0.0416110772639513,0.0,-1.0636212825775146,-1.0057412981987,-2.9322423934936523,-2.6449071168899536,tensor(0.9185)
86,0.2274937480688095,1.219954937696457,0.024426394142210484,0.0,-1.036678671836853,-1.0042997598648071,-3.408413887023926,-2.69825279712677,tensor(0.9176)
87,0.22154179215431213,1.2738207280635834,0.05137745419051498,0.0,-1.0276525020599365,-1.00331392288208,-2.962031364440918,-2.745443415641785,tensor(0.9166)
88,0.21849213913083076,1.2946697473526,0.06708066817373037,0.0,-1.0071170330047607,-1.0020467281341552,-2.679324150085449,-2.775655913352966,tensor(0.9157)
89,0.2075917236506939,1.2690532803535461,0.05977041553705931,0.0,-1.0704028606414795,-1.0145204424858094,-3.2298789024353027,-2.8232172250747682,tensor(0.9148)
90,0.22437097504734993,1.2471125423908234,-0.00779827032238245,0.0,-1.0023202896118164,-1.0152446806430817,-2.817824363708496,-2.8447625398635865,tensor(0.9139)
91,0.20151612907648087,1.279196560382843,0.014723017811775208,0.0,-1.028648853302002,-1.0223793804645538,-2.822464942932129,-2.8856234788894652,tensor(0.9130)
92,0.20768271014094353,1.3420108556747437,0.06582835502922535,0.0,-1.0441049337387085,-1.023731678724289,-2.7967190742492676,-2.8623547554016113,tensor(0.9121)
93,0.2159271351993084,1.3338290750980377,0.06193497451022267,0.0,-1.0314626693725586,-1.0389909744262695,-2.8890740871429443,-2.9419852018356325,tensor(0.9112)
94,0.19859424978494644,1.316090315580368,0.003525419859215617,0.0,-1.1523524522781372,-1.0464361548423766,-3.3105664253234863,-2.984853959083557,tensor(0.9102)
95,0.1909174509346485,1.3493722677230835,0.02452659676782787,0.0,-1.1306328773498535,-1.0531373143196106,-3.388453245162964,-3.030475044250488,tensor(0.9093)
96,0.2071099504828453,1.410490483045578,0.09691616706550121,0.0,-1.0123326778411865,-1.0507027149200439,-3.049816608428955,-2.994615316390991,tensor(0.9084)
97,0.19509391486644745,1.3823341727256775,0.04775977390818298,0.0,-1.0911390781402588,-1.0570513725280761,-2.8943397998809814,-2.9878461599349975,tensor(0.9075)
98,0.22360660135746002,1.3465510308742523,0.024084801552817225,0.0,-1.0034091472625732,-1.0566805839538573,-3.126269578933716,-3.032540702819824,tensor(0.9066)
99,0.20928097888827324,1.3528472781181335,0.023550440557301044,0.0,-1.0701017379760742,-1.0566504716873169,-2.9181056022644043,-3.0013633728027345,tensor(0.9057)
100,0.17575626820325851,1.3830224573612213,0.009458086162339896,0.0,-1.0958787202835083,-1.066006314754486,-3.1454451084136963,-3.0341254472732544,tensor(0.9048)
101,0.1891317069530487,1.4347472786903381,0.07332168705761433,0.0,-1.1127780675888062,-1.0744192361831666,-3.5126290321350098,-3.1031418561935427,tensor(0.9039)
102,0.17343175411224365,1.4153023958206177,0.028863549698144197,0.0,-1.1124701499938965,-1.0812557578086852,-3.2095627784729004,-3.1444262266159058,tensor(0.9030)
103,0.19264386594295502,1.3894926011562347,0.04356513102538884,0.0,-1.0740224123001099,-1.0855117321014405,-3.3044919967651367,-3.185968017578125,tensor(0.9021)
104,0.19117171689867973,1.3923207223415375,-0.00121969822794199,0.041155063547194004,-1.1375073194503784,-1.0840272188186646,-3.7421483993530273,-3.229126214981079,tensor(0.9012)
105,0.1924167461693287,1.4463806748390198,-0.02178408019244671,0.5838727653026581,-1.0843219757080078,-1.07939612865448,-3.658238410949707,-3.2561047315597533,tensor(0.9003)
106,0.21344171464443207,1.530826061964035,0.1759837530553341,0.01593950018286705,-1.074283242225647,-1.085591185092926,-3.3295507431030273,-3.2840781450271606,tensor(0.8994)
107,0.2159823216497898,1.455645889043808,0.0666954549960792,0.0,-1.0275135040283203,-1.0792286276817322,-3.0369725227355957,-3.298341417312622,tensor(0.8985)
108,0.20174941048026085,1.3696019351482391,-0.03278033388778567,0.0,-1.0572949647903442,-1.0846172094345092,-2.9633944034576416,-3.282053899765015,tensor(0.8976)
109,0.21144821122288704,1.4113949537277222,0.025726299616508186,0.0,-1.0724390745162964,-1.0848509430885316,-3.533867120742798,-3.343630051612854,tensor(0.8967)
110,0.18856267631053925,1.4915807843208313,0.05669873673468828,0.0,-1.1428260803222656,-1.0895456790924072,-3.4816994667053223,-3.3772554874420164,tensor(0.8958)
111,0.19511839374899864,1.4981948137283325,0.09769749268889427,0.0,-0.9473555684089661,-1.0730034291744233,-3.426480770111084,-3.368640661239624,tensor(0.8949)
112,0.21407776698470116,1.4332967102527618,0.04683716129511595,0.0,-1.0246717929840088,-1.0642235934734345,-3.184281349182129,-3.3661125183105467,tensor(0.8940)
113,0.21814214065670967,1.3986016511917114,0.004701756872236729,0.0,-1.0167995691299438,-1.058501309156418,-3.4742581844329834,-3.3830891370773317,tensor(0.8931)
114,0.1734992116689682,1.4701305031776428,0.028152660932391882,0.0,-1.0861093997955322,-1.0533615171909332,-3.176804780960083,-3.326554775238037,tensor(0.8922)
115,0.1910555250942707,1.498686134815216,0.06309773493558168,0.0,-1.1134847402572632,-1.0562777936458587,-3.3168323040008545,-3.292414164543152,tensor(0.8913)
116,0.20053892210125923,1.5233913660049438,0.0777769461274147,0.0,-1.0609326362609863,-1.0549427330493928,-3.1491172313690186,-3.274370813369751,tensor(0.8904)
117,0.17743250355124474,1.5002303719520569,0.002545272232964635,0.0,-1.1535604000091553,-1.0675474226474762,-2.7111053466796875,-3.24178409576416,tensor(0.8895)
118,0.1851520575582981,1.5078962445259094,0.042592753656208515,0.0,-1.0387685298919678,-1.0656947791576385,-3.0731992721557617,-3.252764582633972,tensor(0.8886)
119,0.20060956478118896,1.5042492151260376,0.05188286351040006,0.0,-1.0428874492645264,-1.0627396166324616,-3.354808807373047,-3.234858751296997,tensor(0.8878)
120,0.21354656293988228,1.4704837799072266,0.07077722018584609,0.0,-1.0723063945770264,-1.0556876480579376,-3.0079216957092285,-3.1874809741973875,tensor(0.8869)
121,0.19035574793815613,1.4260572791099548,-0.003310969565063715,0.0,-1.0684280395507812,-1.0677948951721192,-3.498164176940918,-3.194649314880371,tensor(0.8860)
122,0.21301783621311188,1.4831839203834534,0.055665870662778616,0.0,-1.021479606628418,-1.06747567653656,-2.627113103866577,-3.138932490348816,tensor(0.8851)
123,0.18750856071710587,1.5331707000732422,0.07433965150266886,0.0,-1.041490912437439,-1.0699448108673095,-2.7969648838043213,-3.0712031602859495,tensor(0.8842)
124,0.19047236442565918,1.4919882416725159,0.018221264705061913,0.0,-1.048394799232483,-1.0661733508110047,-3.3836326599121094,-3.0918859481811523,tensor(0.8833)
125,0.20789136737585068,1.4855336546897888,0.056663540191948414,0.0,-0.9939745664596558,-1.054222333431244,-2.9968085289001465,-3.0598835706710816,tensor(0.8824)
126,0.194789819419384,1.482841968536377,0.02389714284799993,0.0,-1.050028920173645,-1.0531319618225097,-2.8151955604553223,-3.026491403579712,tensor(0.8816)
127,0.18436172977089882,1.489891529083252,0.003295107511803508,0.0,-1.0692330598831177,-1.044699227809906,-2.716484546661377,-3.0270293235778807,tensor(0.8807)
128,0.21304403990507126,1.531832367181778,0.09348240366671234,0.0,-1.1081204414367676,-1.051634418964386,-2.6029763221740723,-2.980007028579712,tensor(0.8798)
129,0.18886017054319382,1.5447491109371185,0.07213261537253857,0.0,-0.9988613724708557,-1.047231811285019,-2.7530198097229004,-2.9198281288146974,tensor(0.8789)
130,0.17189008370041847,1.5185748636722565,0.006510188803076744,0.0,-1.0712767839431763,-1.0471288502216338,-2.414738416671753,-2.8605098009109495,tensor(0.8780)
131,0.18479271233081818,1.4892020523548126,0.029341455665417016,0.0,-0.9850122928619385,-1.0387872755527496,-2.505253791809082,-2.761218762397766,tensor(0.8772)
132,0.20186950266361237,1.5147667229175568,0.034085461404174566,0.0,-1.0491697788238525,-1.041556292772293,-3.0524215698242188,-2.80374960899353,tensor(0.8763)
133,0.19154682382941246,1.5188390016555786,0.0564140728674829,0.0,-0.940578818321228,-1.031465083360672,-2.501941204071045,-2.774247241020203,tensor(0.8754)
134,0.18202240020036697,1.5525815784931183,0.05107156885787845,0.0,-1.0153647661209106,-1.0281620800495148,-2.9098596572875977,-2.7268699407577515,tensor(0.8745)
135,0.2205061912536621,1.5301571786403656,0.06837618304416537,0.0,-1.035948634147644,-1.0323594868183137,-2.7532031536102295,-2.7025094032287598,tensor(0.8737)
136,0.18314200639724731,1.5054172575473785,0.04424873786047101,0.0,-1.013522744178772,-1.0287088692188262,-2.9894962310791016,-2.7199394702911377,tensor(0.8728)
137,0.20182951167225838,1.4802735447883606,-0.006097373552620411,0.0,-1.024240493774414,-1.0242096126079558,-2.675058603286743,-2.715796875953674,tensor(0.8719)
138,0.17766699567437172,1.552685797214508,0.03350546839646995,0.0,-1.0716537237167358,-1.0205629408359527,-3.28153133392334,-2.7836523771286013,tensor(0.8710)
139,0.19119078293442726,1.608918845653534,0.08815785776823759,0.0,-1.0720984935760498,-1.027886652946472,-2.804593801498413,-2.7888097763061523,tensor(0.8702)
140,0.20197772979736328,1.5467282235622406,0.03962819906882942,0.0,-0.9963055849075317,-1.0203895330429078,-2.813535213470459,-2.828689455986023,tensor(0.8693)
141,0.1919289566576481,1.5336079895496368,0.003531772643327713,0.0,-0.9944936037063599,-1.02133766412735,-2.7285001277923584,-2.8510140895843508,tensor(0.8684)
142,0.18846356868743896,1.5672555565834045,0.06650468520820141,0.0,-0.9822577834129333,-1.0146464645862578,-2.455601692199707,-2.7913321018218995,tensor(0.8676)
143,0.19818663969635963,1.5882936418056488,0.030647437321022153,0.0,-0.9720914363861084,-1.017797726392746,-2.6116015911102295,-2.802298140525818,tensor(0.8667)
144,0.1938658282160759,1.5993208289146423,0.06243691500276327,0.0,-0.9589365124702454,-1.0121549010276794,-2.9458906650543213,-2.8059012413024904,tensor(0.8658)
145,0.19136114418506622,1.5827056467533112,0.0033938679844141006,0.0,-1.0001767873764038,-1.0085777163505554,-2.7888083457946777,-2.809461760520935,tensor(0.8650)
146,0.17494522780179977,1.645252138376236,0.05398763460107148,0.0,-0.9374534487724304,-1.0009707868099214,-2.3234102725982666,-2.7428531646728516,tensor(0.8641)
147,0.18585155159235,1.645308643579483,0.0719553898088634,0.0,-0.9282190203666687,-0.9913686394691468,-2.673039436340332,-2.7426512479782104,tensor(0.8632)
148,0.18559127300977707,1.5958813726902008,-0.03391106997150928,0.0,-1.0670828819274902,-0.9909115552902221,-3.056952953338623,-2.7201934099197387,tensor(0.8624)
149,0.16795245930552483,1.6459825932979584,0.009705329197458923,0.0,-1.0415165424346924,-0.9878533601760864,-3.1424803733825684,-2.7539820671081543,tensor(0.8615)
150,0.18388570845127106,1.704173982143402,0.09962793812155724,0.0,-0.982151210308075,-0.9864379227161407,-3.025261878967285,-2.775154733657837,tensor(0.8606)
151,0.17938624322414398,1.6568222045898438,0.006238431204110384,0.0,-1.094175934791565,-0.9964061558246613,-3.2216837406158447,-2.8244730949401857,tensor(0.8598)
152,0.18995143473148346,1.6418545544147491,0.009363443125039339,0.0,-1.086890697479248,-1.0068694472312927,-3.06823468208313,-2.8857363939285277,tensor(0.8589)
153,0.19926199689507484,1.70148366689682,0.0695193293504417,0.0,-1.049477458000183,-1.0146080493927,-2.7807302474975586,-2.902649259567261,tensor(0.8581)
154,0.18773465976119041,1.7270242869853973,0.07531010918319225,0.0,-0.9739141464233398,-1.0161058127880096,-3.175617218017578,-2.9256219148635862,tensor(0.8572)
155,0.15385081619024277,1.685310423374176,-0.007941841147840023,0.0,-1.1017770767211914,-1.0262658417224884,-3.307734489440918,-2.9775145292282104,tensor(0.8563)
156,0.17924229428172112,1.678333729505539,0.0055348677560687065,0.0,-1.0016523599624634,-1.0326857328414918,-2.746289014816284,-3.0198024034500124,tensor(0.8555)
157,0.17928722873330116,1.7778217196464539,0.05278046289458871,0.0,-1.00718355178833,-1.040582185983658,-3.0221173763275146,-3.0547101974487303,tensor(0.8546)
158,0.172310471534729,1.8261300921440125,0.11358891613781452,0.0,-1.0197811126708984,-1.0358520090579986,-3.260941505432129,-3.075109052658081,tensor(0.8538)
159,0.16727957874536514,1.7051297426223755,-0.007297819945961237,0.0,-0.9985692501068115,-1.0315572798252106,-3.327324390411377,-3.093593454360962,tensor(0.8529)
160,0.1857444792985916,1.739208996295929,0.0113173124846071,0.0,-0.9667268991470337,-1.0300148487091065,-3.3467578887939453,-3.125743055343628,tensor(0.8521)
161,0.18144307285547256,1.799544870853424,0.06075889267958701,0.0,-1.1263055801391602,-1.033227813243866,-3.369351625442505,-3.140509843826294,tensor(0.8512)
162,0.1848263144493103,1.7739948630332947,0.08146899205166847,0.0,-1.0428754091262817,-1.0288262844085694,-3.0014259815216064,-3.1338289737701417,tensor(0.8504)
163,0.17984983697533607,1.7443609237670898,-0.00540523009840399,0.0,-0.9917712807655334,-1.0230556666851043,-3.113015651702881,-3.167057514190674,tensor(0.8495)
164,0.2038964405655861,1.803148239850998,0.06544610019773245,0.0,-0.9866958260536194,-1.0243338346481323,-3.1747028827667236,-3.1669660806655884,tensor(0.8487)
165,0.1667732484638691,1.8239242136478424,0.05684603960253298,0.0,-1.0467561483383179,-1.018831741809845,-3.400355577468872,-3.1762281894683837,tensor(0.8478)
166,0.17869386449456215,1.7936967313289642,0.027967211324721575,0.0,-1.0188157558441162,-1.0205480813980103,-3.2094295024871826,-3.222542238235474,tensor(0.8470)
167,0.19870759174227715,1.8060216903686523,0.048130062874406576,0.0,-1.0728590488433838,-1.0271156311035157,-3.2295234203338623,-3.243282842636108,tensor(0.8461)
168,0.1659461110830307,1.8184787034988403,0.030310565372928977,0.0,-0.9718705415725708,-1.0223245739936828,-2.2959961891174316,-3.146788311004639,tensor(0.8453)
